id_devolucion,id_producto,id_tienda,fecha,unidades_devueltas,motivo
DEVP2280,SKU00533,T14,2024-06-25,6,Producto sin rotacion / no vendido
DEVP2281,SKU00330,T13,2025-02-27,1,Devolucion de cliente (cambio)
DEVP2282,SKU00552,T05,2025-09-06,2,Producto sin rotacion / no vendido
DEVP2283,SKU00785,T11,2025-06-07,4,Error de picking
DEVP2284,SKU00785,T15,2024-07-23,7,Error de picking
DEVP2285,SKU00785,T16,2022-09-11,4,Producto dañado en logistica
DEVP2286,SKU00785,T16,2024-07-15,2,Error de picking
DEVP2287,SKU00785,T13,2024-07-15,1,Producto sin rotacion / no vendido
DEVP2288,SKU00566,T19,2024-09-23,5,Producto dañado en logistica
DEVP2289,SKU00566,T06,2022-12-15,7,Error de picking
DEVP2290,SKU00566,T06,2025-03-25,3,Producto dañado en logistica
DEVP2291,SKU00566,T11,2023-06-16,7,Producto dañado en logistica
DEVP2292,SKU00566,T17,2023-08-18,3,Error de picking
DEVP2293,SKU00566,T25,2022-12-18,2,Error de picking
DEVP2294,SKU00566,T24,2023-11-02,5,Devolucion de cliente (cambio)
DEVP2295,SKU00566,T28,2025-04-26,5,Error de picking
DEVP2296,SKU00566,T18,2024-12-11,3,Producto dañado en logistica
DEVP2297,SKU00333,T15,2024-02-05,7,Defecto de fabricacion
DEVP2298,SKU00333,T17,2023-02-24,7,Producto dañado en logistica
DEVP2299,SKU00333,T12,2025-03-18,6,Defecto de fabricacion
DEVP2300,SKU00737,T18,2022-12-08,3,Error de picking
DEVP2301,SKU00737,T16,2022-12-11,5,Producto dañado en logistica
DEVP2302,SKU00737,T03,2023-12-12,2,Producto dañado en logistica
DEVP2303,SKU00737,T14,2022-11-12,3,Error de picking
DEVP2304,SKU00737,T19,2024-07-14,2,Error de picking
DEVP2305,SKU00737,T19,2025-06-02,2,Devolucion de cliente (cambio)
DEVP2306,SKU00737,T06,2022-06-28,1,Producto dañado en logistica
DEVP2307,SKU00737,T06,2025-01-24,2,Error de picking
DEVP2308,SKU00737,T15,2022-12-18,3,Devolucion de cliente (cambio)
DEVP2309,SKU00311,T15,2024-10-16,1,Producto dañado en logistica
DEVP2310,SKU00311,T15,2025-03-14,1,Devolucion de cliente (cambio)
DEVP2311,SKU00311,T02,2025-01-18,1,Defecto de fabricacion
DEVP2312,SKU00311,T16,2025-01-24,2,Defecto de fabricacion
DEVP2313,SKU00311,T23,2024-07-16,1,Producto sin rotacion / no vendido
DEVP2314,SKU00311,T06,2025-05-07,3,Devolucion de cliente (cambio)
DEVP2315,SKU00311,T07,2023-01-03,3,Producto sin rotacion / no vendido
DEVP2316,SKU00311,T07,2023-04-12,1,Devolucion de cliente (cambio)
DEVP2317,SKU00311,T18,2023-11-12,1,Defecto de fabricacion
